id,count,unicode,normalized,image
KR1438,00000083,,[糸*斥],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1438.png
KR1439,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1439.png
KR1440,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1440.png
KR1441,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1441.png
KR1442,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1442.png
KR1443,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1443.png
KR1444,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1444.png
KR1445,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1445.png
KR1446,00000083,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1446.png
KR1447,00000083,,𥫱,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1447.png
KR1448,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1448.png
KR1449,00000082,,榻,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1449.png
KR1450,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1450.png
KR1451,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1451.png
KR1452,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1452.png
KR1453,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1453.png
KR1454,00000082,𨻻,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1454.png
KR1455,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1455.png
KR1456,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1456.png
KR1457,00000082,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1457.png
KR1458,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1458.png
KR1459,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1459.png
KR1460,00000081,𧫎,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1460.png
KR1461,00000081,,坐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1461.png
KR1462,00000081,,俾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1462.png
KR1463,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1463.png
KR1464,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1464.png
KR1465,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1465.png
KR1466,00000081,,𡵻,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1466.png
KR1467,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1467.png
KR1468,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1468.png
KR1469,00000081,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1469.png
KR1470,00000081,,"𠯗:4,[口*(一/巾)]:1",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1470.png
KR1471,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1471.png
KR1472,00000080,,繭?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1472.png
KR1473,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1473.png
KR1474,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1474.png
KR1475,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1475.png
KR1476,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1476.png
KR1477,00000080,,愆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1477.png
KR1478,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1478.png
KR1479,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1479.png
KR1480,00000080,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1480.png
KR1481,00000080,,瀍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1481.png
KR1482,00000079,,"旃:4,栴:3",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1482.png
KR1483,00000079,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1483.png
KR1484,00000079,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1484.png
KR1485,00000079,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1485.png
KR1486,00000079,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1486.png
KR1487,00000079,,[口*闞],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1487.png
KR1488,00000079,𡼖,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1488.png
KR1489,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1489.png
KR1490,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1490.png
KR1491,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1491.png
KR1492,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1492.png
KR1493,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1493.png
KR1494,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1494.png
KR1495,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1495.png
KR1496,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1496.png
KR1497,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1497.png
KR1498,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1498.png
KR1499,00000078,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1499.png
KR1500,00000077,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1500.png
KR1501,00000077,,[竺-二+稗],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1501.png
KR1502,00000077,,"𩕳:4,[寧*頁]:1",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1502.png
KR1503,00000077,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1503.png
KR1504,00000077,𥐻,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1504.png
KR1505,00000077,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1505.png
KR1506,00000077,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1506.png
KR1507,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1507.png
KR1508,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1508.png
KR1509,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1509.png
KR1510,00000076,,慢,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1510.png
KR1511,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1511.png
KR1512,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1512.png
KR1513,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1513.png
KR1514,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1514.png
KR1515,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1515.png
KR1516,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1516.png
KR1517,00000076,,[泳-永+旱],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1517.png
KR1518,00000076,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1518.png
KR1519,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1519.png
KR1520,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1520.png
KR1521,00000075,,毓,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1521.png
KR1522,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1522.png
KR1523,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1523.png
KR1524,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1524.png
KR1525,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1525.png
KR1526,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1526.png
KR1527,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1527.png
KR1528,00000075,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1528.png
KR1529,00000075,𠼪,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1529.png
KR1530,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1530.png
KR1531,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1531.png
KR1532,00000074,,[黑*敢],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1532.png
KR1533,00000074,,[絺-巾+ㄙ],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1533.png
KR1534,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1534.png
KR1535,00000074,,𨄌,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1535.png
KR1536,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1536.png
KR1537,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1537.png
KR1538,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1538.png
KR1539,00000074,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1539.png
KR1540,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1540.png
KR1541,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1541.png
KR1542,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1542.png
KR1543,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1543.png
KR1544,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1544.png
KR1545,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1545.png
KR1546,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1546.png
KR1547,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1547.png
KR1548,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1548.png
KR1549,00000073,,"陀:1,[泳-永+陀]:1",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1549.png
KR1550,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1550.png
KR1551,00000073,𡒊,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1551.png
KR1552,00000073,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1552.png
KR1553,00000072,𦨻,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1553.png
KR1554,00000072,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1554.png
KR1555,00000072,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1555.png
KR1556,00000072,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1556.png
KR1557,00000072,,[危*瓦],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1557.png
KR1558,00000072,,𡋯,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1558.png
KR1559,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1559.png
KR1560,00000071,,牆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1560.png
KR1561,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1561.png
KR1562,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1562.png
KR1563,00000071,,䙡,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1563.png
KR1564,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1564.png
KR1565,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1565.png
KR1566,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1566.png
KR1567,00000071,𨔷,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1567.png
KR1568,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1568.png
KR1569,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1569.png
KR1570,00000071,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1570.png
KR1571,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1571.png
KR1572,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1572.png
KR1573,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1573.png
KR1574,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1574.png
KR1575,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1575.png
KR1576,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1576.png
KR1577,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1577.png
KR1578,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1578.png
KR1579,00000070,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1579.png
KR1580,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1580.png
KR1581,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1581.png
KR1582,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1582.png
KR1583,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1583.png
KR1584,00000069,,肉,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1584.png
KR1585,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1585.png
KR1586,00000069,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1586.png
KR1587,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1587.png
KR1588,00000068,,籀,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1588.png
KR1589,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1589.png
KR1590,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1590.png
KR1591,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1591.png
KR1592,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1592.png
KR1593,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1593.png
KR1594,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1594.png
KR1595,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1595.png
KR1596,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1596.png
KR1597,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1597.png
KR1598,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1598.png
KR1599,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1599.png
KR1600,00000068,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1600.png
KR1601,00000068,,瘞,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1601.png
KR1602,00000068,,褭,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1602.png
KR1603,00000067,,𠢐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1603.png
KR1604,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1604.png
KR1605,00000067,,[言*翕],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1605.png
KR1606,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1606.png
KR1607,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1607.png
KR1608,00000067,𡱝,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1608.png
KR1609,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1609.png
KR1610,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1610.png
KR1611,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1611.png
KR1612,00000067,,虎,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1612.png
KR1613,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1613.png
KR1614,00000067,,總,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1614.png
KR1615,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1615.png
KR1616,00000067,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1616.png
KR1617,00000067,,剞,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1617.png
KR1618,00000066,,"辯:3,[(工*几)/言]:1",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1618.png
KR1619,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1619.png
KR1620,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1620.png
KR1621,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1621.png
KR1622,00000066,,睺,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1622.png
KR1623,00000066,,教,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1623.png
KR1624,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1624.png
KR1625,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1625.png
KR1626,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1626.png
KR1627,00000066,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1627.png
KR1628,00000066,,[山*弇],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1628.png
KR1629,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1629.png
KR1630,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1630.png
KR1631,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1631.png
KR1632,00000065,,[危*臬],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1632.png
KR1633,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1633.png
KR1634,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1634.png
KR1635,00000065,,屼,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1635.png
KR1636,00000065,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1636.png
KR1637,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1637.png
KR1638,00000064,,襈?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1638.png
KR1639,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1639.png
KR1640,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1640.png
KR1641,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1641.png
KR1642,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1642.png
KR1643,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1643.png
KR1644,00000064,,暀,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1644.png
KR1645,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1645.png
KR1646,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1646.png
KR1647,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1647.png
KR1648,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1648.png
KR1649,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1649.png
KR1650,00000064,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1650.png
KR1651,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1651.png
KR1652,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1652.png
KR1653,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1653.png
KR1654,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1654.png
KR1655,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1655.png
KR1656,00000063,,"𢤱:3,[怡-台+龍]:3",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1656.png
KR1657,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1657.png
KR1658,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1658.png
KR1659,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1659.png
KR1660,00000063,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1660.png
KR1661,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1661.png
KR1662,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1662.png
KR1663,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1663.png
KR1664,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1664.png
KR1665,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1665.png
KR1666,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1666.png
KR1667,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1667.png
KR1668,00000062,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1668.png
KR1669,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1669.png
KR1670,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1670.png
KR1671,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1671.png
KR1672,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1672.png
KR1673,00000061,𣴛,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1673.png
KR1674,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1674.png
KR1675,00000061,,座,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1675.png
KR1676,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1676.png
KR1677,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1677.png
KR1678,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1678.png
KR1679,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1679.png
KR1680,00000061,𥋆,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1680.png
KR1681,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1681.png
KR1682,00000061,,[泳-永+羅],https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1682.png
KR1683,00000061,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1683.png
KR1684,00000060,𧵅,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1684.png
KR1685,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1685.png
KR1686,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1686.png
KR1687,00000060,,軥,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1687.png
KR1688,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1688.png
KR1689,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1689.png
KR1690,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1690.png
KR1691,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1691.png
KR1692,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1692.png
KR1693,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1693.png
KR1694,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1694.png
KR1695,00000060,,"[卄/積]:10,薪:2,積:2",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1695.png
KR1696,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1696.png
KR1697,00000060,𣶈,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1697.png
KR1698,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1698.png
KR1699,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1699.png
KR1700,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1700.png
KR1701,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1701.png
KR1702,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1702.png
KR1703,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1703.png
KR1704,00000060,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1704.png
KR1705,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1705.png
KR1706,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1706.png
KR1707,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1707.png
KR1708,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1708.png
KR1709,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1709.png
KR1710,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1710.png
KR1711,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1711.png
KR1712,00000059,𣖾,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1712.png
KR1713,00000059,𥓂,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1713.png
KR1714,00000059,𧸘,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1714.png
KR1715,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1715.png
KR1716,00000059,,枕,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1716.png
KR1717,00000059,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1717.png
KR1718,00000058,,緵,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1718.png
KR1719,00000058,𩢍,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1719.png
KR1720,00000058,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1720.png
KR1721,00000058,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1721.png
KR1722,00000058,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1722.png
KR1723,00000058,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1723.png
KR1724,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1724.png
KR1725,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1725.png
KR1726,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1726.png
KR1727,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1727.png
KR1728,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1728.png
KR1729,00000057,𤩰,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1729.png
KR1730,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1730.png
KR1731,00000057,鶴,"鶴:2,鵠:1",https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1731.png
KR1732,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1732.png
KR1733,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1733.png
KR1734,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1734.png
KR1735,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1735.png
KR1736,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1736.png
KR1737,00000057,,𥝧,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1737.png
KR1738,00000057,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1738.png
KR1739,00000056,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR1739.png
