id,count,unicode,normalized,image
KR0001,00040519,𫠦,所,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0001.png
KR0002,00039893,,若,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0002.png
KR0003,00039566,,說,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0003.png
KR0004,00029087,,𥘉,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0004.png
KR0005,00027142,將,将,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0005.png
KR0006,00022816,,兮,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0006.png
KR0007,00022701,𤣥,玄,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0007.png
KR0008,00022501,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0008.png
KR0009,00021695,,寄,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0009.png
KR0010,00021187,,歲,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0010.png
KR0011,00020715,𩔖,類,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0011.png
KR0012,00018878,孤,孤,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0012.png
KR0013,00014663,,𬒳,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0013.png
KR0014,00014441,,能,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0014.png
KR0015,00012935,𥬇,笑,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0015.png
KR0016,00012850,,騎,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0016.png
KR0017,00012660,,鬼,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0017.png
KR0018,00012659,,負,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0018.png
KR0019,00012539,𫝊,傳,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0019.png
KR0020,00012053,𫝑,勢,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0020.png
KR0021,00011817,𥙊,祭,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0021.png
KR0022,00011664,,邦,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0022.png
KR0023,00011622,𫉬,獲,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0023.png
KR0024,00011348,,𥙷,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0024.png
KR0025,00011161,,從,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0025.png
KR0026,00010863,,觀,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0026.png
KR0027,00010532,龜,龜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0027.png
KR0028,00009914,𨵿,關,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0028.png
KR0029,00009345,𠋣,倚,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0029.png
KR0030,00009128,𦘕,畫,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0030.png
KR0031,00008767,𩀱,雙,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0031.png
KR0032,00008584,𨽻,隷,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0032.png
KR0033,00008347,,直,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0033.png
KR0034,00008264,,,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0034.png
KR0035,00008257,𣗳,樹,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0035.png
KR0036,00008254,𤼵,發,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0036.png
KR0037,00008216,,棗,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0037.png
KR0038,00007869,,國,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0038.png
KR0039,00007716,㸃,點,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0039.png
KR0040,00007661,雨,雨,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0040.png
KR0041,00007559,蒙,蒙,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0041.png
KR0042,00007463,𢎞,弘,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0042.png
KR0043,00007260,𪧐,宿,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0043.png
KR0044,00007222,熱,熱,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0044.png
KR0045,00007196,,揚,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0045.png
KR0046,00006928,𨼆,隱,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0046.png
KR0047,00006706,,南,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0047.png
KR0048,00006667,,郎,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0048.png
KR0049,00006361,候,候?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0049.png
KR0050,00006316,𤓰,瓜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0050.png
KR0051,00006222,𣈆,晉,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0051.png
KR0052,00005746,,經,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0052.png
KR0053,00005672,收,收,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0053.png
KR0054,00005576,愽,博,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0054.png
KR0055,00005557,,深,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0055.png
KR0056,00005507,,卿,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0056.png
KR0057,00005406,,尤,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0057.png
KR0058,00005171,,黎,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0058.png
KR0059,00005047,,私,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0059.png
KR0060,00005022,,竊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0060.png
KR0061,00005005,𡊮,袁,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0061.png
KR0062,00005003,𢧐,戦,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0062.png
KR0063,00004946,,應,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0063.png
KR0064,00004930,暴,暴,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0064.png
KR0065,00004920,邉,邊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0065.png
KR0066,00004844,𩯭,鬢,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0066.png
KR0067,00004820,,庾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0067.png
KR0068,00004815,,棘,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0068.png
KR0069,00004729,,灰,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0069.png
KR0070,00004642,,數?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0070.png
KR0071,00004468,,繼,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0071.png
KR0072,00004384,寃,冤,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0072.png
KR0073,00004342,,𥙿,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0073.png
KR0074,00004289,,桓,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0074.png
KR0075,00004244,,淫,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0075.png
KR0076,00004172,,弦,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0076.png
KR0077,00004138,,却,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0077.png
KR0078,00004127,,姬,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0078.png
KR0079,00004081,,肉,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0079.png
KR0080,00004068,𫟍,苑,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0080.png
KR0081,00003968,葛,葛,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0081.png
KR0082,00003955,,𣣔,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0082.png
KR0083,00003913,,𥿄,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0083.png
KR0084,00003879,,歌?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0084.png
KR0085,00003787,,足,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0085.png
KR0086,00003742,𢙣,悪,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0086.png
KR0087,00003677,𥘿,秦,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0087.png
KR0088,00003631,,耶,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0088.png
KR0089,00003625,𦵏,葬,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0089.png
KR0090,00003609,𧰼,象,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0090.png
KR0091,00003596,,稱,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0091.png
KR0092,00003573,𨹧,陵,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0092.png
KR0093,00003476,,絲,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0093.png
KR0094,00003423,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0094.png
KR0095,00003398,圡,土,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0095.png
KR0096,00003376,,權,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0096.png
KR0097,00003368,,蜜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0097.png
KR0098,00003338,,允,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0098.png
KR0099,00003274,,慨,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0099.png
KR0100,00003218,,軌,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0100.png
KR0101,00003183,,監,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0101.png
KR0102,00003178,弊,弊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0102.png
KR0103,00003135,,撰,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0103.png
KR0104,00003134,,憂,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0104.png
KR0105,00003103,,誼,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0105.png
KR0106,00003103,,恒,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0106.png
KR0107,00003102,,釵,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0107.png
KR0108,00003076,,奮?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0108.png
KR0109,00002990,,襟?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0109.png
KR0110,00002983,,曄?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0110.png
KR0111,00002929,,忘,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0111.png
KR0112,00002891,,黍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0112.png
KR0113,00002857,,脩,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0113.png
KR0114,00002856,,卜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0114.png
KR0115,00002839,,冥,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0115.png
KR0116,00002829,,覺,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0116.png
KR0117,00002799,𨤲,釐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0117.png
KR0118,00002762,,遷,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0118.png
KR0119,00002738,,臾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0119.png
KR0120,00002727,,𧺫,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0120.png
KR0121,00002725,𠞰,剿,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0121.png
KR0122,00002723,,掾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0122.png
KR0123,00002704,,吉,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0123.png
KR0124,00002679,𩔗,類,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0124.png
KR0125,00002675,𠕋,冊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0125.png
KR0126,00002653,,穢,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0126.png
KR0127,00002652,,輕,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0127.png
KR0128,00002629,𣲖,派,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0128.png
KR0129,00002602,,𫀆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0129.png
KR0130,00002597,,履,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0130.png
KR0131,00002592,𦂳,緊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0131.png
KR0132,00002576,𦒿 ,耆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0132.png
KR0133,00002553,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0133.png
KR0134,00002544,,勸,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0134.png
KR0135,00002511,𦔳,助,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0135.png
KR0136,00002502,𬨨,過,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0136.png
KR0137,00002501,,或,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0137.png
KR0138,00002489,,纔,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0138.png
KR0139,00002480,𩔰,顯,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0139.png
KR0140,00002428,𢌿,卑,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0140.png
KR0141,00002426,𧷢,贓,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0141.png
KR0142,00002417,杞,𣏌,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0142.png
KR0143,00002412,,彖,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0143.png
KR0144,00002409,篆,篆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0144.png
KR0145,00002377,,取,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0145.png
KR0146,00002370,,⿺風軍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0146.png
KR0147,00002369,,聊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0147.png
KR0148,00002366,,氣?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0148.png
KR0149,00002351,,靈,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0149.png
KR0150,00002348,穀,糓,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0150.png
KR0151,00002347,𡍼,塗,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0151.png
KR0152,00002329,,哭,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0152.png
KR0153,00002319,𠫵,參,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0153.png
KR0154,00002314,,曷,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0154.png
KR0155,00002301,,升,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0155.png
KR0156,00002296,,彝,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0156.png
KR0157,00002293,𢹂,攜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0157.png
KR0158,00002283,,迴,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0158.png
KR0159,00002282,,慶,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0159.png
KR0160,00002279,,華,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0160.png
KR0161,00002244,,鬚,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0161.png
KR0162,00002228,,捐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0162.png
KR0163,00002209,,埸,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0163.png
KR0164,00002189,𥳑,簡,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0164.png
KR0165,00002183,,洩,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0165.png
KR0166,00002170,𪔂,鼎,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0166.png
KR0167,00002160,,𣸪,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0167.png
KR0168,00002147,𠂻,衷,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0168.png
KR0169,00002146,𨻶,隙,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0169.png
KR0170,00002123,,蒙,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0170.png
KR0171,00002122,,蘇,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0171.png
KR0172,00002117,,歡,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0172.png
KR0173,00002102,𨺚,隆,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0173.png
KR0174,00002064,𣦸,死,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0174.png
KR0175,00002058,𠕅,再,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0175.png
KR0176,00002049,𦞃,膝,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0176.png
KR0177,00002031,,燁?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0177.png
KR0178,00002029,,恐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0178.png
KR0179,00002013,船,船,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0179.png
KR0180,00002010,,懶,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0180.png
KR0181,00002007,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0181.png
KR0182,00001982,𠑽,充,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0182.png
KR0183,00001978,,垂,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0183.png
KR0184,00001970,𢬵,拚,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0184.png
KR0185,00001957,𩦸,驥,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0185.png
KR0186,00001952,,輒,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0186.png
KR0187,00001950,,裡?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0187.png
KR0188,00001949,,𬞞,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0188.png
KR0189,00001939,,荒,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0189.png
KR0190,00001933,,𢾗,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0190.png
KR0191,00001929,,踏?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0191.png
KR0192,00001929,,確,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0192.png
KR0193,00001929,冢,冡,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0193.png
KR0194,00001913,,寵,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0194.png
KR0195,00001902,,卷?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0195.png
KR0196,00001898,,烟,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0196.png
KR0197,00001894,,號,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0197.png
KR0198,00001893,[沔-丏+丐],沔,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0198.png
KR0199,00001882,,舊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0199.png
KR0200,00001879,𤨏,瑣,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0200.png
KR0201,00001828,,邃?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0201.png
KR0202,00001822,𫿞,嚴,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0202.png
KR0203,00001812,𦍤,朔,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0203.png
KR0204,00001791,,指,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0204.png
KR0205,00001776,,遽,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0205.png
KR0206,00001767,𡺳,豳,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0206.png
KR0207,00001758,龯,鉞,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0207.png
KR0208,00001750,,趣,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0208.png
KR0209,00001730,,𬒮,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0209.png
KR0210,00001723,,遮,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0210.png
KR0211,00001722,,弓,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0211.png
KR0212,00001705,,彛?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0212.png
KR0213,00001689,,舍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0213.png
KR0214,00001683,,蚩,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0214.png
KR0215,00001678,,隻,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0215.png
KR0216,00001671,,忍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0216.png
KR0217,00001670,𠡠,敕,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0217.png
KR0218,00001664,𨙻,那,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0218.png
KR0219,00001658,,黠,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0219.png
KR0220,00001657,𧇊,虧,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0220.png
KR0221,00001656,,袒?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0221.png
KR0222,00001650,𣻌,漾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0222.png
KR0223,00001649,𨕖,選,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0223.png
KR0224,00001637,,網,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0224.png
KR0225,00001634,,𬗟,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0225.png
KR0226,00001606,珊,珊,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0226.png
KR0227,00001601,,冠?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0227.png
KR0228,00001594,𢡖,慘,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0228.png
KR0229,00001594,,役?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0229.png
KR0230,00001593,,寢,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0230.png
KR0231,00001580,戯,戲,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0231.png
KR0232,00001576,,複?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0232.png
KR0233,00001576,𧰟,豔,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0233.png
KR0234,00001574,𦗟,聽,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0234.png
KR0235,00001572,,鳳,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0235.png
KR0236,00001562,錫,錫,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0236.png
KR0237,00001561,,𥜗,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0237.png
KR0238,00001535,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0238.png
KR0239,00001535,,勅?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0239.png
KR0240,00001532,𣵠,涿,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0240.png
KR0241,00001522,𦤺,致,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0241.png
KR0242,00001520,𨷖,鬪,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0242.png
KR0243,00001494,,潤,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0243.png
KR0244,00001484,,適,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0244.png
KR0245,00001480,,羹,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0245.png
KR0246,00001475,絃,絃,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0246.png
KR0247,00001472,,衒,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0247.png
KR0248,00001468,候,候,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0248.png
KR0249,00001465,,𬋩,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0249.png
KR0250,00001462,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0250.png
KR0251,00001451,,𫾣,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0251.png
KR0252,00001446,,茫,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0252.png
KR0253,00001441,,蔣,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0253.png
KR0254,00001439,,腴,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0254.png
KR0255,00001435,𣳚,沒,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0255.png
KR0256,00001423,𡨕,冥,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0256.png
KR0257,00001414,,𠫭,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0257.png
KR0258,00001405,,雜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0258.png
KR0259,00001396,,攬,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0259.png
KR0260,00001393,,褐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0260.png
KR0261,00001388,𣺌,渺,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0261.png
KR0262,00001373,,𣪚,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0262.png
KR0263,00001367,,?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0263.png
KR0264,00001366,𣷹,添,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0264.png
KR0265,00001366,𤋮,熙,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0265.png
KR0266,00001341,,器,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0266.png
KR0267,00001336,𤁋,瀝,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0267.png
KR0268,00001324,,慈,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0268.png
KR0269,00001319,,吐,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0269.png
KR0270,00001318,,溥,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0270.png
KR0271,00001316,,𨳩,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0271.png
KR0272,00001314,𩀌,離,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0272.png
KR0273,00001311,𦍒,幸,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0273.png
KR0274,00001310,,𫐠,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0274.png
KR0275,00001295,,颶,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0275.png
KR0276,00001276,,婺?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0276.png
KR0277,00001274,簾,簾,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0277.png
KR0278,00001264,,優,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0278.png
KR0279,00001263,,臺?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0279.png
KR0280,00001260,,峯?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0280.png
KR0281,00001254,,解,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0281.png
KR0282,00001248,,屐?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0282.png
KR0283,00001245,,衍,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0283.png
KR0284,00001238,,籟,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0284.png
KR0285,00001232,𥊏,嗜,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0285.png
KR0286,00001230,𥞇,嵇,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0286.png
KR0287,00001229,,瘞?,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0287.png
KR0288,00001228,𩬊,髮,https://github.com/kanripo/KR-Gaiji/raw/master/images/KR0288.png
